"DateTime","Players","Average Players"
"2025-10-19 03:50:00",53649,
"2025-10-19 04:00:00",52996,66281
"2025-10-19 04:10:00",52168,
"2025-10-19 04:20:00",51517,
"2025-10-19 04:30:00",50971,
"2025-10-19 04:40:00",50020,
"2025-10-19 04:50:00",49408,
"2025-10-19 05:00:00",48675,66298
"2025-10-19 05:10:00",48038,
"2025-10-19 05:20:00",47300,
"2025-10-19 05:30:00",46764,
"2025-10-19 05:40:00",46285,
"2025-10-19 05:50:00",45685,
"2025-10-19 06:00:00",45125,66308
"2025-10-19 06:10:00",44600,
"2025-10-19 06:20:00",44214,
"2025-10-19 06:30:00",43948,
"2025-10-19 06:40:00",43881,
"2025-10-19 06:50:00",43748,
"2025-10-19 07:00:00",43581,66312
"2025-10-19 07:10:00",43550,
"2025-10-19 07:20:00",43880,
"2025-10-19 07:30:00",44199,
"2025-10-19 07:40:00",44576,
"2025-10-19 07:50:00",44894,
"2025-10-19 08:00:00",45514,66360
"2025-10-19 08:10:00",46131,
"2025-10-19 08:20:00",46789,
"2025-10-19 08:30:00",47520,
"2025-10-19 08:40:00",48631,
"2025-10-19 08:50:00",49577,
"2025-10-19 09:00:00",50131,66436
"2025-10-19 09:10:00",50772,
"2025-10-19 09:20:00",51613,
"2025-10-19 09:30:00",52813,
"2025-10-19 09:40:00",53629,
"2025-10-19 09:50:00",54252,
"2025-10-19 10:00:00",54719,66527
"2025-10-19 10:10:00",55533,
"2025-10-19 10:20:00",56504,
"2025-10-19 10:30:00",57432,
"2025-10-19 10:40:00",58245,
"2025-10-19 10:50:00",58784,
"2025-10-19 11:00:00",59466,66612
"2025-10-19 11:10:00",60229,
"2025-10-19 11:20:00",61051,
"2025-10-19 11:30:00",61806,
"2025-10-19 11:40:00",62549,
"2025-10-19 11:50:00",63047,
"2025-10-19 12:00:00",63576,66663
"2025-10-19 12:10:00",64507,
"2025-10-19 12:20:00",65284,
"2025-10-19 12:30:00",65989,
"2025-10-19 12:40:00",66742,
"2025-10-19 12:50:00",67439,
"2025-10-19 13:00:00",68192,66723
"2025-10-19 13:10:00",69104,
"2025-10-19 13:20:00",69917,
"2025-10-19 13:30:00",70869,
"2025-10-19 13:40:00",71833,
"2025-10-19 13:50:00",72649,
"2025-10-19 14:00:00",73338,66815
"2025-10-19 14:10:00",74084,
"2025-10-19 14:20:00",75077,
"2025-10-19 14:30:00",76058,
"2025-10-19 14:40:00",77020,
"2025-10-19 14:50:00",77952,
"2025-10-19 15:00:00",78534,66910
"2025-10-19 15:10:00",79296,
"2025-10-19 15:20:00",80117,
"2025-10-19 15:30:00",80679,
"2025-10-19 15:40:00",81233,
"2025-10-19 15:50:00",81689,
"2025-10-19 16:00:00",82200,67030
"2025-10-19 16:10:00",82772,
"2025-10-19 16:20:00",83403,
"2025-10-19 16:30:00",84091,
"2025-10-19 16:40:00",84513,
"2025-10-19 16:50:00",84940,
"2025-10-19 17:00:00",85215,67221
"2025-10-19 17:10:00",85620,
"2025-10-19 17:20:00",85898,
"2025-10-19 17:30:00",86480,
"2025-10-19 17:40:00",87249,
"2025-10-19 17:50:00",88055,
"2025-10-19 18:00:00",88344,67438
"2025-10-19 18:10:00",88620,
"2025-10-19 18:20:00",89002,
"2025-10-19 18:30:00",89296,
"2025-10-19 18:40:00",89487,
"2025-10-19 18:50:00",89475,
"2025-10-19 19:00:00",89335,67636
"2025-10-19 19:10:00",89030,
"2025-10-19 19:20:00",88895,
"2025-10-19 19:30:00",88604,
"2025-10-19 19:40:00",88309,
"2025-10-19 19:50:00",87919,
"2025-10-19 20:00:00",87287,67762
"2025-10-19 20:10:00",87220,
"2025-10-19 20:20:00",87251,
"2025-10-19 20:30:00",87273,
"2025-10-19 20:40:00",87057,
"2025-10-19 20:50:00",87009,
"2025-10-19 21:00:00",86813,67954
"2025-10-19 21:10:00",86557,
"2025-10-19 21:20:00",86147,
"2025-10-19 21:30:00",85050,
"2025-10-19 21:40:00",84275,
"2025-10-19 21:50:00",83272,
"2025-10-19 22:00:00",81891,68132
"2025-10-19 22:10:00",80468,
"2025-10-19 22:20:00",79148,
"2025-10-19 22:30:00",77755,
"2025-10-19 22:40:00",76693,
"2025-10-19 22:50:00",75709,
"2025-10-19 23:00:00",74767,68248
"2025-10-19 23:10:00",73640,
"2025-10-19 23:20:00",72593,
"2025-10-19 23:30:00",71324,
"2025-10-19 23:40:00",70317,
"2025-10-19 23:50:00",69642,
"2025-10-20 00:00:00",68844,68346
"2025-10-20 00:10:00",68058,
"2025-10-20 00:20:00",67397,
"2025-10-20 00:30:00",66947,
"2025-10-20 00:40:00",66340,
"2025-10-20 00:50:00",65602,
"2025-10-20 01:00:00",64798,68457
"2025-10-20 01:10:00",64153,
"2025-10-20 01:20:00",63442,
"2025-10-20 01:30:00",62774,
"2025-10-20 01:40:00",62113,
"2025-10-20 01:50:00",61366,
"2025-10-20 02:00:00",60636,68521
"2025-10-20 02:10:00",59633,
"2025-10-20 02:20:00",58672,
"2025-10-20 02:30:00",57695,
"2025-10-20 02:40:00",56922,
"2025-10-20 02:50:00",55928,
"2025-10-20 03:00:00",54665,68461
"2025-10-20 03:10:00",53378,
"2025-10-20 03:20:00",52335,
"2025-10-20 03:30:00",51042,
"2025-10-20 03:40:00",49922,
"2025-10-20 03:50:00",48797,
"2025-10-20 04:00:00",47811,68269
"2025-10-20 04:10:00",46707,
"2025-10-20 04:20:00",45598,
"2025-10-20 04:30:00",44566,
"2025-10-20 04:40:00",43605,
"2025-10-20 04:50:00",42707,
"2025-10-20 05:00:00",41727,68015
"2025-10-20 05:10:00",40594,
"2025-10-20 05:20:00",39748,
"2025-10-20 05:30:00",38976,
"2025-10-20 05:40:00",38237,
"2025-10-20 05:50:00",37511,
"2025-10-20 06:00:00",36733,67709
"2025-10-20 06:10:00",36279,
"2025-10-20 06:20:00",35823,
"2025-10-20 06:30:00",35451,
"2025-10-20 06:40:00",35011,
"2025-10-20 06:50:00",34764,
"2025-10-20 07:00:00",34574,67389
"2025-10-20 07:10:00",34727,
"2025-10-20 07:20:00",35034,
"2025-10-20 07:30:00",35298,
"2025-10-20 07:40:00",35662,
"2025-10-20 07:50:00",35985,
"2025-10-20 08:00:00",36399,66994
"2025-10-20 08:10:00",36954,
"2025-10-20 08:20:00",37356,
"2025-10-20 08:30:00",37881,
"2025-10-20 08:40:00",38474,
"2025-10-20 08:50:00",38872,
"2025-10-20 09:00:00",39185,66507
"2025-10-20 09:10:00",39519,
"2025-10-20 09:20:00",39903,
"2025-10-20 09:30:00",40203,
"2025-10-20 09:40:00",40894,
"2025-10-20 09:50:00",41385,
"2025-10-20 10:00:00",41693,65939
"2025-10-20 10:10:00",42350,
"2025-10-20 10:20:00",42747,
"2025-10-20 10:30:00",43242,
"2025-10-20 10:40:00",43610,
"2025-10-20 10:50:00",44055,
"2025-10-20 11:00:00",44609,65348
"2025-10-20 11:10:00",45094,
"2025-10-20 11:20:00",45877,
"2025-10-20 11:30:00",46514,
"2025-10-20 11:40:00",47116,
"2025-10-20 11:50:00",47898,
"2025-10-20 12:00:00",48566,64768
"2025-10-20 12:10:00",49290,
"2025-10-20 12:20:00",50125,
"2025-10-20 12:30:00",51041,
"2025-10-20 12:40:00",52019,
"2025-10-20 12:50:00",52733,
"2025-10-20 13:00:00",53474,64217
"2025-10-20 13:10:00",54598,
"2025-10-20 13:20:00",55630,
"2025-10-20 13:30:00",56528,
"2025-10-20 13:40:00",57818,
"2025-10-20 13:50:00",58840,
"2025-10-20 14:00:00",59831,63697
"2025-10-20 14:10:00",60910,
"2025-10-20 14:20:00",62004,
"2025-10-20 14:30:00",62918,
"2025-10-20 14:40:00",64128,
"2025-10-20 14:50:00",65137,
"2025-10-20 15:00:00",65874,63273
"2025-10-20 15:10:00",66955,
"2025-10-20 15:20:00",68035,
"2025-10-20 15:30:00",69323,
"2025-10-20 15:40:00",70444,
"2025-10-20 15:50:00",71425,
"2025-10-20 16:00:00",72200,62970
"2025-10-20 16:10:00",73223,
"2025-10-20 16:20:00",74540,
"2025-10-20 16:30:00",75476,
"2025-10-20 16:40:00",76988,
"2025-10-20 16:50:00",77859,
"2025-10-20 17:00:00",78270,62690
"2025-10-20 17:10:00",78888,
"2025-10-20 17:20:00",79673,
"2025-10-20 17:30:00",80562,
"2025-10-20 17:40:00",81286,
"2025-10-20 17:50:00",81762,
"2025-10-20 18:00:00",82240,62446
"2025-10-20 18:10:00",82545,
"2025-10-20 18:20:00",83094,
"2025-10-20 18:30:00",83732,
"2025-10-20 18:40:00",84076,
"2025-10-20 18:50:00",84221,
"2025-10-20 19:00:00",84234,62225
"2025-10-20 19:10:00",84526,
"2025-10-20 19:20:00",84638,
"2025-10-20 19:30:00",84584,
"2025-10-20 19:40:00",84654,
"2025-10-20 19:50:00",84695,
"2025-10-20 20:00:00",84191,62066
"2025-10-20 20:10:00",83736,
"2025-10-20 20:20:00",83022,
"2025-10-20 20:30:00",82476,
"2025-10-20 20:40:00",81848,
"2025-10-20 20:50:00",81098,
"2025-10-20 21:00:00",79963,61752
"2025-10-20 21:10:00",78612,
"2025-10-20 21:20:00",77544,
"2025-10-20 21:30:00",76621,
"2025-10-20 21:40:00",75516,
"2025-10-20 21:50:00",74570,
"2025-10-20 22:00:00",73478,61378
"2025-10-20 22:10:00",72096,
"2025-10-20 22:20:00",70951,
"2025-10-20 22:30:00",70003,
"2025-10-20 22:40:00",69219,
"2025-10-20 22:50:00",68207,
"2025-10-20 23:00:00",67455,61057
"2025-10-20 23:10:00",66703,
"2025-10-20 23:20:00",65897,
"2025-10-20 23:30:00",65301,61057
