date,time,players
09-30,06:00:00,430409
09-30,07:00:00,455328
09-30,08:00:00,471495
09-30,09:00:00,496712
09-30,10:00:00,537812
09-30,11:00:00,608086
09-30,12:00:00,662289
09-30,13:00:00,731749
09-30,14:00:00,771949
09-30,15:00:00,789237
09-30,16:00:00,786640
09-30,17:00:00,763050
09-30,18:00:00,752445
09-30,19:00:00,715265
09-30,20:00:00,645202
09-30,21:00:00,551931
09-30,22:00:00,472063
09-30,23:00:00,401678
10-01,00:00:00,380631
10-01,01:00:00,386416
10-01,02:00:00,400570
10-01,03:00:00,402550
10-01,04:00:00,398932
10-01,05:00:00,405335
10-01,06:00:00,424810
10-01,07:00:00,454323
10-01,08:00:00,475255
10-01,09:00:00,492009
10-01,10:00:00,519084
10-01,11:00:00,582418
10-01,12:00:00,642502
10-01,13:00:00,710359
10-01,14:00:00,741549
10-01,15:00:00,758463
10-01,16:00:00,756249
10-01,17:00:00,743324
10-01,18:00:00,728684
10-01,19:00:00,677691
10-01,20:00:00,626513
10-01,21:00:00,536312
10-01,22:00:00,466580
10-01,23:00:00,400569
10-02,00:00:00,379098
10-02,01:00:00,384725
10-02,02:00:00,396733
10-02,03:00:00,398699
10-02,04:00:00,393612
10-02,05:00:00,403919
10-02,06:00:00,422031
10-02,07:00:00,452309
10-02,08:00:00,471169
10-02,09:00:00,491331
10-02,10:00:00,516768
10-02,11:00:00,574292
10-02,12:00:00,645976
10-02,13:00:00,703914
10-02,14:00:00,744377
10-02,15:00:00,760427
10-02,16:00:00,755635
10-02,17:00:00,750165
10-02,18:00:00,741344
10-02,19:00:00,700103
10-02,20:00:00,652544
10-02,21:00:00,565042
10-02,22:00:00,493211
10-02,23:00:00,397244
10-03,00:00:00,388459
10-03,01:00:00,388836
10-03,02:00:00,411367
10-03,03:00:00,413149
10-03,04:00:00,407126
10-03,05:00:00,411609
10-03,06:00:00,423186
10-03,07:00:00,470810
10-03,08:00:00,497014
10-03,09:00:00,521774
10-03,10:00:00,553959
10-03,11:00:00,607892
10-03,12:00:00,662255
10-03,13:00:00,731353
10-03,14:00:00,756033
10-03,15:00:00,769609
10-03,16:00:00,768321
10-03,17:00:00,763173
10-03,18:00:00,748513
10-03,19:00:00,725613
10-03,20:00:00,695766
10-03,21:00:00,622996
10-03,22:00:00,540942
10-03,23:00:00,465662
10-04,00:00:00,421027
10-04,01:00:00,402913
10-04,02:00:00,416811
10-04,03:00:00,425957
10-04,04:00:00,430613
10-04,05:00:00,451274
10-04,06:00:00,475859
10-04,07:00:00,517016
10-04,08:00:00,550003
10-04,09:00:00,581787
10-04,10:00:00,610866
10-04,11:00:00,661137
10-04,12:00:00,713071
10-04,13:00:00,764081
10-04,14:00:00,794088
10-04,15:00:00,804195
10-04,16:00:00,800487
10-04,17:00:00,787069
10-04,18:00:00,783422
10-04,19:00:00,758103
10-04,20:00:00,733379
10-04,21:00:00,672772
10-04,22:00:00,606074
10-04,23:00:00,517253
10-05,00:00:00,462098
10-05,01:00:00,432158
10-05,02:00:00,445490
10-05,03:00:00,451136
10-05,04:00:00,461987
10-05,05:00:00,484593
10-05,06:00:00,522268
10-05,07:00:00,545239
10-05,08:00:00,592978
10-05,09:00:00,634411
10-05,10:00:00,677543
10-05,11:00:00,723259
10-05,12:00:00,757706
10-05,13:00:00,816427
10-05,14:00:00,845613
10-05,15:00:00,847561
10-05,16:00:00,837963
10-05,17:00:00,804479
10-05,18:00:00,786476
10-05,19:00:00,739093
10-05,20:00:00,675142
10-05,21:00:00,598619
10-05,22:00:00,511871
10-05,23:00:00,445903
10-06,00:00:00,410197
10-06,01:00:00,402014
10-06,02:00:00,410806
10-06,03:00:00,406368
10-06,04:00:00,400361
10-06,05:00:00,410749
10-06,06:00:00,431948
10-06,07:00:00,459741
10-06,08:00:00,479057
10-06,09:00:00,484903
10-06,10:00:00,517626
10-06,11:00:00,580881
10-06,12:00:00,650198
10-06,13:00:00,713160
10-06,14:00:00,754541
10-06,15:00:00,768544
10-06,16:00:00,764797
10-06,17:00:00,752099
10-06,18:00:00,743187
10-06,19:00:00,709352
10-06,20:00:00,653849
10-06,21:00:00,551049
10-06,22:00:00,476669
10-06,23:00:00,413130
10-07,00:00:00,390761
10-07,01:00:00,381420
10-07,02:00:00,360811
10-07,03:00:00,358771
10-07,04:00:00,383696
10-07,05:00:00,400298
10-07,06:00:00,302725
10-07,07:00:00,432971
10-07,08:00:00,468098
10-07,09:00:00,486369
10-07,10:00:00,518061
10-07,11:00:00,578821
10-07,12:00:00,639174
10-07,13:00:00,704288
10-07,14:00:00,738168
10-07,15:00:00,755200
10-07,16:00:00,749296
10-07,17:00:00,663009
10-07,18:00:00,695406
10-07,19:00:00,682824
10-07,20:00:00,634156
10-07,21:00:00,545287
10-07,22:00:00,471141
10-07,23:00:00,358288
10-08,00:00:00,370480
10-08,01:00:00,376743
10-08,02:00:00,399642
10-08,03:00:00,414087
10-08,04:00:00,415670
10-08,05:00:00,432965
10-08,06:00:00,450123
10-08,07:00:00,480603
10-08,08:00:00,495945
10-08,09:00:00,510896
10-08,10:00:00,530119
10-08,11:00:00,602125
10-08,12:00:00,670137
10-08,13:00:00,696754
10-08,14:00:00,747553
10-08,15:00:00,752807
10-08,16:00:00,736591
10-08,17:00:00,725973
10-08,18:00:00,718787
10-08,19:00:00,689658
10-08,20:00:00,644575
10-08,21:00:00,560036
10-08,22:00:00,480647
10-08,23:00:00,417974
10-09,00:00:00,387473
10-09,01:00:00,379192
10-09,02:00:00,384712
10-09,03:00:00,387098
10-09,04:00:00,381174
10-09,05:00:00,374967
10-09,06:00:00,383936
10-09,07:00:00,406450
10-09,08:00:00,427565
10-09,09:00:00,460525
10-09,10:00:00,501807
10-09,11:00:00,570240
10-09,12:00:00,642954
10-09,13:00:00,713293
10-09,14:00:00,740845
10-09,15:00:00,741471
10-09,16:00:00,728297
10-09,17:00:00,714948
10-09,18:00:00,702819
10-09,19:00:00,650545
10-09,20:00:00,620566
10-09,21:00:00,533914
10-09,22:00:00,449253
10-09,23:00:00,390810
10-10,00:00:00,366834
10-10,01:00:00,356090
10-10,02:00:00,366753
10-10,03:00:00,371257
10-10,04:00:00,365978
10-10,05:00:00,371694
10-10,06:00:00,385435
10-10,07:00:00,401851
10-10,08:00:00,432131
10-10,09:00:00,460965
10-10,10:00:00,499840
10-10,11:00:00,565003
10-10,12:00:00,648151
10-10,13:00:00,721612
10-10,14:00:00,752826
10-10,15:00:00,753047
10-10,16:00:00,740629
10-10,17:00:00,719707
10-10,18:00:00,711155
10-10,19:00:00,697717
10-10,20:00:00,671224
10-10,21:00:00,608706
10-10,22:00:00,536659
10-10,23:00:00,454109
10-11,00:00:00,404521
10-11,01:00:00,389087
10-11,02:00:00,406787
10-11,03:00:00,413650
10-11,04:00:00,417299
10-11,05:00:00,429561
10-11,06:00:00,442971
10-11,07:00:00,482153
10-11,08:00:00,509949
10-11,09:00:00,548212
10-11,10:00:00,586867
10-11,11:00:00,658562
10-11,12:00:00,726761
10-11,13:00:00,798437
10-11,14:00:00,829612
10-11,15:00:00,836497
10-11,16:00:00,826859
10-11,17:00:00,792781
10-11,18:00:00,784945
10-11,19:00:00,756611
10-11,20:00:00,726842
10-11,21:00:00,662505
10-11,22:00:00,590464
10-11,23:00:00,504452
10-12,00:00:00,450158
10-12,01:00:00,426201
10-12,02:00:00,441027
10-12,03:00:00,452906
10-12,04:00:00,458191
10-12,05:00:00,484396
10-12,06:00:00,520007
10-12,07:00:00,571696
10-12,08:00:00,607348
10-12,09:00:00,638498
10-12,10:00:00,667747
10-12,11:00:00,736957
10-12,12:00:00,794832
10-12,13:00:00,851230
10-12,14:00:00,861090
10-12,15:00:00,844569
10-12,16:00:00,815233
10-12,17:00:00,773736
10-12,18:00:00,755348
10-12,19:00:00,714724
10-12,20:00:00,664419
10-12,21:00:00,573745
10-12,22:00:00,498534
10-12,23:00:00,427566
10-13,00:00:00,396590
10-13,01:00:00,385328
10-13,02:00:00,387672
10-13,03:00:00,384398
10-13,04:00:00,380786
10-13,05:00:00,377001
10-13,06:00:00,384066
10-13,07:00:00,403066
10-13,08:00:00,428679
10-13,09:00:00,460759
10-13,10:00:00,494949
10-13,11:00:00,572929
10-13,12:00:00,641665
10-13,13:00:00,716595
10-13,14:00:00,747335
10-13,15:00:00,749136
10-13,16:00:00,735047
10-13,17:00:00,725246
10-13,18:00:00,723253
10-13,19:00:00,693128
10-13,20:00:00,639225
10-13,21:00:00,552550
10-13,22:00:00,474662
10-13,23:00:00,414105
10-13,23:10:00,406508
10-13,23:20:00,405671
10-13,23:30:00,399281
10-13,23:40:00,393151
10-13,23:50:00,387579
10-14,00:00:00,381187
10-14,00:10:00,379531
10-14,00:20:00,374780
10-14,00:30:00,376625
10-14,00:40:00,366091
10-14,00:50:00,368087
10-14,01:00:00,364805
10-14,01:10:00,367956
10-14,01:20:00,372867
10-14,01:30:00,374284
10-14,01:40:00,375889
10-14,01:50:00,377256
10-14,02:00:00,377493
10-14,02:10:00,382717
10-14,02:20:00,377418
10-14,02:30:00,381210
10-14,02:40:00,383854
10-14,02:50:00,383291
10-14,03:00:00,376965
10-14,03:10:00,381547
10-14,03:20:00,384487
10-14,03:30:00,385418
10-14,03:40:00,383949
10-14,03:50:00,378800
10-14,04:00:00,379197
10-14,04:10:00,379871
10-14,04:20:00,380077
10-14,04:30:00,380131
10-14,04:40:00,380657
10-14,04:50:00,376835
10-14,05:00:00,371074
10-14,05:10:00,376152
10-14,05:20:00,379272
10-14,05:30:00,379818
10-14,05:40:00,377483
10-14,05:50:00,378139
10-14,06:00:00,377557
10-14,06:10:00,380908
10-14,06:20:00,380818
10-14,06:30:00,383760
10-14,06:40:00,371265
10-14,06:50:00,379128
10-14,07:00:00,380095
10-14,07:10:00,384870
10-14,07:20:00,392465
10-14,07:30:00,396939
10-14,07:40:00,405078
10-14,07:50:00,404171
10-14,08:00:00,407967
10-14,08:10:00,412649
10-14,08:20:00,418371
10-14,08:30:00,425025
10-14,08:40:00,429471
10-14,08:50:00,429891
10-14,09:00:00,428599
10-14,09:10:00,439251
10-14,09:20:00,447910
10-14,09:30:00,446268
10-14,09:40:00,453281
10-14,09:50:00,456426
10-14,10:00:00,463049
10-14,10:10:00,470768
10-14,10:20:00,477032
10-14,10:30:00,486612
10-14,10:40:00,495036
10-14,10:50:00,497804
10-14,11:00:00,504030
10-14,11:10:00,511354
10-14,11:20:00,521302
10-14,11:30:00,533706
10-14,11:40:00,544075
10-14,11:50:00,558541
10-14,12:00:00,572725
10-14,12:10:00,584565
10-14,12:20:00,596602
10-14,12:30:00,611084
10-14,12:40:00,616840
10-14,12:50:00,626342
10-14,13:00:00,639287
10-14,13:10:00,657534
10-14,13:20:00,676197
10-14,13:30:00,685403
10-14,13:40:00,693172
10-14,13:50:00,701627
10-14,14:00:00,712364
10-14,14:10:00,721324
10-14,14:20:00,730548
10-14,14:30:00,744478
10-14,14:40:00,742669
10-14,14:50:00,743460
10-14,15:00:00,741843
10-14,15:10:00,745426
10-14,15:20:00,748925
10-14,15:30:00,740017
10-14,15:40:00,737807
