date,time,players
09-30,06:00:00,93404
09-30,07:00:00,96993
09-30,08:00:00,99079
09-30,09:00:00,100673
09-30,10:00:00,101358
09-30,11:00:00,106025
09-30,12:00:00,111804
09-30,13:00:00,115850
09-30,14:00:00,117759
09-30,15:00:00,117136
09-30,16:00:00,111806
09-30,17:00:00,104692
09-30,18:00:00,99003
09-30,19:00:00,92311
09-30,20:00:00,82604
09-30,21:00:00,73721
09-30,22:00:00,67549
09-30,23:00:00,63441
10-01,00:00:00,64781
10-01,01:00:00,68199
10-01,02:00:00,71324
10-01,03:00:00,71516
10-01,04:00:00,73971
10-01,05:00:00,77292
10-01,06:00:00,82493
10-01,07:00:00,87187
10-01,08:00:00,89526
10-01,09:00:00,93026
10-01,10:00:00,96606
10-01,11:00:00,103036
10-01,12:00:00,108299
10-01,13:00:00,111450
10-01,14:00:00,106623
10-01,15:00:00,97241
10-01,16:00:00,94966
10-01,17:00:00,84119
10-01,18:00:00,78219
10-01,19:00:00,76364
10-01,20:00:00,73135
10-01,21:00:00,69054
10-01,22:00:00,64796
10-01,23:00:00,62239
10-02,00:00:00,64786
10-02,01:00:00,68908
10-02,02:00:00,72599
10-02,03:00:00,72985
10-02,04:00:00,74682
10-02,05:00:00,78672
10-02,06:00:00,83861
10-02,07:00:00,88237
10-02,08:00:00,92803
10-02,09:00:00,95649
10-02,10:00:00,99289
10-02,11:00:00,105104
10-02,12:00:00,111295
10-02,13:00:00,114930
10-02,14:00:00,115814
10-02,15:00:00,115146
10-02,16:00:00,111045
10-02,17:00:00,104501
10-02,18:00:00,99326
10-02,19:00:00,93417
10-02,20:00:00,86325
10-02,21:00:00,79122
10-02,22:00:00,73478
10-02,23:00:00,69491
10-03,00:00:00,69093
10-03,01:00:00,71775
10-03,02:00:00,74637
10-03,03:00:00,74873
10-03,04:00:00,75468
10-03,05:00:00,79381
10-03,06:00:00,82778
10-03,07:00:00,87281
10-03,08:00:00,91572
10-03,09:00:00,94500
10-03,10:00:00,98102
10-03,11:00:00,102532
10-03,12:00:00,106586
10-03,13:00:00,109077
10-03,14:00:00,109487
10-03,15:00:00,108956
10-03,16:00:00,104908
10-03,17:00:00,98155
10-03,18:00:00,92177
10-03,19:00:00,88119
10-03,20:00:00,83259
10-03,21:00:00,78348
10-03,22:00:00,72183
10-03,23:00:00,67539
10-04,00:00:00,65789
10-04,01:00:00,67302
10-04,02:00:00,68350
10-04,03:00:00,68247
10-04,04:00:00,69887
10-04,05:00:00,72533
10-04,06:00:00,77252
10-04,07:00:00,82561
10-04,08:00:00,87899
10-04,09:00:00,91907
10-04,10:00:00,95637
10-04,11:00:00,99609
10-04,12:00:00,102767
10-04,13:00:00,105958
10-04,14:00:00,106685
10-04,15:00:00,103263
10-04,16:00:00,102373
10-04,17:00:00,96415
10-04,18:00:00,92279
10-04,19:00:00,91046
10-04,20:00:00,87503
10-04,21:00:00,81955
10-04,22:00:00,76264
10-04,23:00:00,70891
10-05,00:00:00,68255
10-05,01:00:00,68590
10-05,02:00:00,70104
10-05,03:00:00,69805
10-05,04:00:00,74731
10-05,05:00:00,74399
10-05,06:00:00,80752
10-05,07:00:00,86983
10-05,08:00:00,95552
10-05,09:00:00,100140
10-05,10:00:00,104290
10-05,11:00:00,107194
10-05,12:00:00,111114
10-05,13:00:00,113367
10-05,14:00:00,114852
10-05,15:00:00,113170
10-05,16:00:00,109556
10-05,17:00:00,103843
10-05,18:00:00,97056
10-05,19:00:00,89832
10-05,20:00:00,81842
10-05,21:00:00,75587
10-05,22:00:00,67950
10-05,23:00:00,63437
10-06,00:00:00,63425
10-06,01:00:00,65887
10-06,02:00:00,68826
10-06,03:00:00,69033
10-06,04:00:00,70141
10-06,05:00:00,72305
10-06,06:00:00,78929
10-06,07:00:00,84229
10-06,08:00:00,88939
10-06,09:00:00,91738
10-06,10:00:00,95640
10-06,11:00:00,100588
10-06,12:00:00,106013
10-06,13:00:00,111065
10-06,14:00:00,112636
10-06,15:00:00,112602
10-06,16:00:00,109212
10-06,17:00:00,102620
10-06,18:00:00,97303
10-06,19:00:00,91418
10-06,20:00:00,83842
10-06,21:00:00,75360
10-06,22:00:00,68905
10-06,23:00:00,65005
10-07,00:00:00,65241
10-07,01:00:00,65788
10-07,02:00:00,59795
10-07,03:00:00,63570
10-07,04:00:00,66947
10-07,05:00:00,70849
10-07,06:00:00,57237
10-07,07:00:00,66739
10-07,08:00:00,72996
10-07,09:00:00,76826
10-07,10:00:00,81975
10-07,11:00:00,88739
10-07,12:00:00,95228
10-07,13:00:00,99786
10-07,14:00:00,101939
10-07,15:00:00,102475
10-07,16:00:00,98670
10-07,17:00:00,62545
10-07,18:00:00,64077
10-07,19:00:00,63520
10-07,20:00:00,61105
10-07,21:00:00,56937
10-07,22:00:00,52407
10-07,23:00:00,49140
10-08,00:00:00,51947
10-08,01:00:00,55716
10-08,02:00:00,59917
10-08,03:00:00,62306
10-08,04:00:00,66037
10-08,05:00:00,70617
10-08,06:00:00,76401
10-08,07:00:00,81332
10-08,08:00:00,86611
10-08,09:00:00,87721
10-08,10:00:00,90325
10-08,11:00:00,96207
10-08,12:00:00,102305
10-08,13:00:00,106291
10-08,14:00:00,108182
10-08,15:00:00,106863
10-08,16:00:00,100064
10-08,17:00:00,93113
10-08,18:00:00,88918
10-08,19:00:00,83271
10-08,20:00:00,77852
10-08,21:00:00,69023
10-08,22:00:00,63771
10-08,23:00:00,60100
10-09,00:00:00,64859
10-09,01:00:00,74288
10-09,02:00:00,81361
10-09,03:00:00,81604
10-09,04:00:00,81927
10-09,05:00:00,85083
10-09,06:00:00,91327
10-09,07:00:00,96499
10-09,08:00:00,101201
10-09,09:00:00,101539
10-09,10:00:00,102430
10-09,11:00:00,107978
10-09,12:00:00,113382
10-09,13:00:00,117847
10-09,14:00:00,118010
10-09,15:00:00,116004
10-09,16:00:00,109216
10-09,17:00:00,102158
10-09,18:00:00,96409
10-09,19:00:00,83477
10-09,20:00:00,77141
10-09,21:00:00,69834
10-09,22:00:00,64867
10-09,23:00:00,61050
10-10,00:00:00,65250
10-10,01:00:00,73804
10-10,02:00:00,80711
10-10,03:00:00,81156
10-10,04:00:00,82486
10-10,05:00:00,85977
10-10,06:00:00,92955
10-10,07:00:00,102631
10-10,08:00:00,104850
10-10,09:00:00,104987
10-10,10:00:00,103352
10-10,11:00:00,108200
10-10,12:00:00,113672
10-10,13:00:00,116269
10-10,14:00:00,115524
10-10,15:00:00,111153
10-10,16:00:00,103134
10-10,17:00:00,95708
10-10,18:00:00,90399
10-10,19:00:00,83738
10-10,20:00:00,78910
10-10,21:00:00,73177
10-10,22:00:00,67226
10-10,23:00:00,63994
10-11,00:00:00,67236
10-11,01:00:00,74836
10-11,02:00:00,81606
10-11,03:00:00,82636
10-11,04:00:00,85779
10-11,05:00:00,89081
10-11,06:00:00,94492
10-11,07:00:00,100057
10-11,08:00:00,104779
10-11,09:00:00,108795
10-11,10:00:00,107884
10-11,11:00:00,111550
10-11,12:00:00,115605
10-11,13:00:00,118954
10-11,14:00:00,119310
10-11,15:00:00,118218
10-11,16:00:00,112405
10-11,17:00:00,106210
10-11,18:00:00,99292
10-11,19:00:00,97016
10-11,20:00:00,91380
10-11,21:00:00,85409
10-11,22:00:00,79910
10-11,23:00:00,74450
